"site_code","longitude","latitude","cluster","Branching.Acropora","Encrusting.corals","Foliose.Plate.corals","Massive.corals","Montipora.Encrusting","Porites.Massive","Acropora.muricata","Acropora.Staghorn","Bottlebrush.Acropora.corals","Coral.Species","Corymbose.Acropora.corals","Hydrocoral","Pavona.varians","Pocillopora.damicornis","Stony.corals","Stylophora.pistillata","Goniastrea.retiformis","Lobophyllia.hemprichii","Montipora.hispida","Acropora.microphthalma","Branching.corals","Digitate.corals","Leptastrea.Submassive","Pocillopora.verrucosa","Porites.Hemispherical","Sub.massive.corals","Tabular.Acropora.corals","Acropora.elseyi","Astreopora.myriophthalma","Millepora.exaesa","Montipora.Submassive","Montipora.grisea","Porites.rus","Acropora.longicyathus","Large.polyp.stony.corals..free.living.","Porites.cylindrica","Fungia","Acropora.cerealis","Cyphastrea.Encrusting","Montipora.tuberculosa","Merulina.ampliata","Diploastrea.heliopora","Isopora.brueggemanni","Montipora.aequituberculata","Seriatopora.hystrix","Turbinaria.mesenterina","Acropora.hyacinthus","Acropora.tenuis","Acropora.spicifera","Cyphastrea.Submassive","Echinopora.lamellosa","Echinopora.ashmorensis","Columnar.corals","Galaxea.astreata","Porites.annae","Porites.lichen","Isopora.palifera","Organ.pipe.coral..Tubipora.","Acropora.digitifera","Acropora.seriata","Goniastrea.edwardsi","Goniastrea.pectinata","Seriatopora.caliendrum","Acropora.nasuta","Leptoria.phrygia","Acropora.cytherea","Acropora.glauca","Acropora","Acropora.abrotanoides","Acropora.valenciennesi","Montipora.crassituberculata","Montipora.spongodes","Favia.stelligera","Acropora.humilis","Ahermatypic.corals","Acropora.loripes","Isopora.cuneata","Isopora.Encrusting","Acropora.globiceps","Turbinaria.reniformis","Acropora.vaughani","Alveopora.spongiosa","Pavona.explanulata","Heliopora.coerulea..blue.coral.","Pavona.venosa","Acropora.abrolhosensis","Pachyseris.rugosa","Branching.Pocillopora","Astreopora.Solid.plates","Acropora.pulchra","Alveopora.catalai","Porites.monticulosa","Echinopora","Acropora.grandis","Echinopora.pacificus","Pavona.cactus","Acanthastrea.hillae","Acropora.horrida"
"GBR58",143.58327,-12.62531,3,0,1.5,0,1,0.5,0,0,1,0,0,2.5,0,0,1,0,0.5,0.5,0,0,0,0,0,0,0,4,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,3,0,0,0,1,0,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR59",143.8151,-12.87385,3,0,1,0,0,1.5,0,1,0.5,0.5,0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0.5,1,1.5,1,0,0,1,0.5,0,0,0.5,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR60",143.82034,-12.87695,3,0.5,0,0,1,0.5,0,1.5,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,1.5,0,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR62",144.28213,-13.8185,3,0,1,0.5,0,0,5.5,0,0,0.5,0,0.5,2.5,0.5,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR63",144.68397,-13.99527,3,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR64",144.67643,-13.98947,3,0,1.030927835,0,0,2.0460761625,1.030927835,0,0.5154639175,0,0,1.030927835,0,0,2.566799916,0,0,0,0,0,0,0,0,0,1.0204081635,0,0,0,0,0,1.0204081635,0,0.5102040815,0,0,0,0,0,0,0,0,0,0.5154639175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5154639175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5102040815,0,0.5102040815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR65",144.71335,-14.0108,3,0.5208333335,1.0416666665,0,0,1.0416666665,1.0208333335,0,0,0,0,0.5208333335,0.5208333335,0,1.0208333335,0,0.5208333335,0,0,0,0,0,0,0,0,0,2.6041666665,0,0,0,3.0208333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0416666665,0,0,0,0.5208333335,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5208333335,0,0,0,0
"GBR67",145.5309,-14.51742,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR70",145.571,-16.3835,3,0,0,1.552631579,0.5,0,1,0,0,0,1.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.157894737,1.5,0,0,0.5263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.552631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMP-BF1",114.17564,-21.83921,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMP-BF3",114.15926,-21.86648,3,0,0.333333333333333,0,0.666666666666667,0,1.33333333333333,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMP-C1",113.75987,-23.17701,4,0,0.333333333333333,0,0,0.333333333333333,0,2,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMP-C3",113.75364,-23.14152,4,0,2,1.25,1.75,0,0,0,0,0,0,0.25,0,0,0,0,0,0,1,0,0,0,1,0.5,0,0,1,0,0,0,0,0.5,2.5,0,0,0,0,1.25,0,0.5,0,9.75,0,0,1.5,0,0,0,0.5,4.5,9,3,4,0,0,3.75,0.5,0,0,8.5,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMP-C4",113.76354,-23.19995,4,0,0,0,1.33333333333333,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,2,0,0.333333333333333,6.33333333333333,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,3,0,0.333333333333333,0,0,0,0,1.66666666666667,1,0.666666666666667,2,2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMP-P2",113.7807,-23.31925,4,0.5,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.5,0,0,0,0,0,5.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMP-S2",113.77937,-22.92875,4,0,0.333333333333333,0,2.33333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,0,0,0,0,1,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,5,0,1,1.66666666666667,0.333333333333333,0,0,0,0,0.666666666666667,0,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMP-S3",113.75232,-23.12872,4,0,0,1,4.5,1,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1.5,6,2,0,1,0,0,2,0,0,0,1,0,0,0,0.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMP1",113.75042,-23.11234,4,0,0,0,0.5,0,0.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,10.5,0,0,0,0,0,0,0,0,0,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMP11",113.76328,-23.20838,4,0,3.525252525,0.5,3.51010101,0,0,0,0,0,0,2.01010101,0,0,0,0,0.5,1,1.515151515,0,0,0,0,0,0,0,2.5252525255,0,0,0,0,3.015151515,0,0,0,0,0,0,0,0,0,3,0,0,1.5,0,0,0,0,0,1.01010101,0,0,0,0,4.5454545455,0,0,0,0.5,0,0,0.505050505,0.505050505,0.505050505,1.5,0,0,0,0,0,7.5404040405,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMP19",113.73966,-23.09197,4,0,0,0,0.505050505,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7.52020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMP2",113.75562,-23.12142,4,2,1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,3.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMP20",113.81843,-23.04473,4,0,0.5,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMP21",113.76709,-23.14221,4,0,2.040816327,4.081632653,3.06122449,0,0,0,0,0,0,0,0,0,1.020408163,0,0,0,0,0,0,0,5.102040816,0,0,0,6.122448979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.081632653,0,0,0,0,0,0,0,2.040816327,3.06122449,0,0,0,0,0,0,0,1.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.040816327,0,0,0,0,0
"NMP24",113.76248,-23.20194,4,0,1,4,2,2.5,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,2,9.5,0,0,0,0,0,0,0,0,0,0,5,0,0.5,0,0,0.5,0,1.5,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMP26",113.75466,-23.2175,4,0,0,0.5,0,0,0.5,0,0,0,0,1.5,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMP27",113.7404,-23.13496,4,0,4,0,3,0.5,0.5,0,0,0,0,3,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,2,0,2,1.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMP6",113.75875,-23.16108,4,0,3,1,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,8,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMP9",113.76158,-23.12627,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS1",124.2757,-12.8034,7,0,0,0,1,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66666666666667,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS10",123.32136,-11.97452,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.5,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS100",119.37575,-17.29965,6,0,1,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS101",119.38393,-17.35516,7,0,0.99009901,0.99009901,4.57793202,3.58783301,0,0,0,0,0,7.0123507195,0,1.52597734,0,0.495049505,0,0.495049505,0,0,0,0,3.547004185,0,3.50617536,2.0006124325,2.0006124325,0.99009901,0,0,17.321629072,1.52597734,1.52597734,1.98019802,0,0,0,0,1.5463917525,0,0,0,1.0105134225,1.98019802,0,0,0,1.5463917525,0,0,0,0.5154639175,0,0,0,0,0,0,0,0.5154639175,0,0,0,0,0,0.495049505,0,0,0,0,0,0,0,4.04205369,0.5154639175,0,0.5154639175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS102",119.37816,-17.3139,6,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS11",123.33523,-11.98059,5,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2,0,0,0,0,1,0.5,0,0,0,0,3,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS12",123.33757,-11.97626,5,0,0,0,0.5,0,0,0,0,0,0,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,21,0,0,0,0,0,0,1.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS13",123.3271,-11.9834,5,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0,3,0.666666666666667,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,3,1.66666666666667,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS14",123.00392,-12.217,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS15",123.00575,-12.2159,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS16",122.98389,-12.23963,5,0,0.5,0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,0,0,0,0,0.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS17",122.99063,-12.24179,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS18",122.98493,-12.24122,5,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS19",122.98329,-12.24054,5,0,3,4,2,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,5,2,0,0,0,2,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS2",124.0382,-12.5583,7,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS20",123.00182,-12.24414,5,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS21",122.99881,-12.24405,5,0,1,0,3,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS22",122.9864,-12.24109,5,0,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.5,0.5,0,1,0,1,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS23",122.99001,-12.23384,5,0,0.5,0.5,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5,0,0,0,0,1.5,1.5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS24",122.98531,-12.24264,5,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS25",122.98643,-12.23989,5,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS26",121.99474,-13.62389,7,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS27",121.96127,-14.07039,6,0,1.5,0,0.5,0.5,0,1,0.5,0,0,4.5,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,1,1.5,0,0,0,0,0.5,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS28",121.94218,-14.1327,7,0,2,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS29",121.94546,-14.12668,7,10.30927835,4.12371134,0,1.030927835,0,0,9.278350515,0,0,0,6.18556701,0,0,3.092783505,0,0,0,0,0,0,1.030927835,0,0,0,1.030927835,2.06185567,3.092783505,0,0,1.030927835,0,1.030927835,0,2.06185567,0,0,0,0,1.030927835,2.06185567,0,0,0,0,0,0,1.030927835,1.030927835,0,1.030927835,0,0,0,0,0,0,0,0,1.030927835,0,1.030927835,0,0,0,0,2.06185567,0,1.030927835,0,0,0,0,0,3.092783505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS3",123.3878,-11.9719,5,0,1.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
