survey_id,s_year,s_month,lat,lon,tminus,max_dhw
912343327,2013,7,-16.524999618530273,150.27499389648438,3,6.559999942779541
912343327,2013,7,-16.524999618530273,150.27499389648438,4,2.7899999618530273
912343327,2013,7,-16.524999618530273,150.27499389648438,5,5.711999893188477
912343327,2013,7,-16.524999618530273,150.27499389648438,6,0.5
912343328,2013,7,-16.524999618530273,150.27499389648438,1,3.661999940872192
912343328,2013,7,-16.524999618530273,150.27499389648438,2,1.8626667261123655
912343328,2013,7,-16.524999618530273,150.27499389648438,3,6.559999942779541
912343328,2013,7,-16.524999618530273,150.27499389648438,4,2.7899999618530273
912343328,2013,7,-16.524999618530273,150.27499389648438,5,5.711999893188477
912343328,2013,7,-16.524999618530273,150.27499389648438,6,0.5
912343329,2013,7,-16.524999618530273,150.27499389648438,1,3.661999940872192
912343329,2013,7,-16.524999618530273,150.27499389648438,2,1.8626667261123655
912343329,2013,7,-16.524999618530273,150.27499389648438,3,6.559999942779541
912343329,2013,7,-16.524999618530273,150.27499389648438,4,2.7899999618530273
912343329,2013,7,-16.524999618530273,150.27499389648438,5,5.711999893188477
912343329,2013,7,-16.524999618530273,150.27499389648438,6,0.5
912343332,2013,5,-16.274999618530273,149.97500610351565,1,3.119655132293701
912343332,2013,5,-16.274999618530273,149.97500610351565,2,1.149999976158142
912343332,2013,5,-16.274999618530273,149.97500610351565,3,4.429999828338623
912343332,2013,5,-16.274999618530273,149.97500610351565,4,2.2100000381469727
912343332,2013,5,-16.274999618530273,149.97500610351565,5,4.283666610717773
912343332,2013,5,-16.274999618530273,149.97500610351565,6,0.6700000166893005
912343333,2013,5,-16.274999618530273,149.97500610351565,1,3.119655132293701
912343333,2013,5,-16.274999618530273,149.97500610351565,2,1.149999976158142
912343333,2013,5,-16.274999618530273,149.97500610351565,3,4.429999828338623
912343333,2013,5,-16.274999618530273,149.97500610351565,4,2.2100000381469727
912343333,2013,5,-16.274999618530273,149.97500610351565,5,4.283666610717773
912343333,2013,5,-16.274999618530273,149.97500610351565,6,0.6700000166893005
912343334,2013,7,-16.274999618530273,149.97500610351565,1,3.119655132293701
912343334,2013,7,-16.274999618530273,149.97500610351565,2,1.149999976158142
912343334,2013,7,-16.274999618530273,149.97500610351565,3,4.429999828338623
912343334,2013,7,-16.274999618530273,149.97500610351565,4,2.2100000381469727
912343334,2013,7,-16.274999618530273,149.97500610351565,5,4.283666610717773
912343334,2013,7,-16.274999618530273,149.97500610351565,6,0.6700000166893005
912343335,2013,7,-16.274999618530273,149.97500610351565,1,3.119655132293701
912343335,2013,7,-16.274999618530273,149.97500610351565,2,1.149999976158142
912343335,2013,7,-16.274999618530273,149.97500610351565,3,4.429999828338623
912343335,2013,7,-16.274999618530273,149.97500610351565,4,2.2100000381469727
912343335,2013,7,-16.274999618530273,149.97500610351565,5,4.283666610717773
912343335,2013,7,-16.274999618530273,149.97500610351565,6,0.6700000166893005
912343336,2013,5,-16.274999618530273,149.97500610351565,1,3.119655132293701
912343336,2013,5,-16.274999618530273,149.97500610351565,2,1.149999976158142
912343336,2013,5,-16.274999618530273,149.97500610351565,3,4.429999828338623
912343336,2013,5,-16.274999618530273,149.97500610351565,4,2.2100000381469727
912343336,2013,5,-16.274999618530273,149.97500610351565,5,4.283666610717773
912343336,2013,5,-16.274999618530273,149.97500610351565,6,0.6700000166893005
912343337,2013,5,-16.274999618530273,149.97500610351565,1,3.119655132293701
912343337,2013,5,-16.274999618530273,149.97500610351565,2,1.149999976158142
912343337,2013,5,-16.274999618530273,149.97500610351565,3,4.429999828338623
